id,FIRMA,Adresse,PLZ,Stadt,Marke/Hersteller,Standort,quell_lat,quell_lon,lat,lon,koordinatenstatus
defi_4ef5ea6faa3283abecd9,Volkskreditbank AG,Rudigierstraße 5-7,4020,Linz,Heartstart FRx,Foyer/Links hinter SB,48.30068800000000,14.28981700000000,48.30068800000000,14.28981700000000,plausibel
defi_55be1d0d8b6a2b17369f,Volkskreditbank AG,Pfarrplatz 12,4020,Linz,Heartstart FRx,2. Stock rechts letzte Büro,48.30628400000000,14.29034600000000,48.30628400000000,14.29034600000000,plausibel
defi_23417fad6c884de37b57,Dr. Johannes Föchterle,Rudolfstraße 8,4040,Linz,Lifepak CR+,Ordination,48.31115300000000,14.28206800000000,48.31115300000000,14.28206800000000,plausibel
defi_40e421ca3d20ed495775,Banner GmbH,Salzburger Straße 298 / Bannerstr. 1,4021,Linz,Lifepak CR+,Zentraler Standort; Tor 6 (BMZ),48.24988300000000,14.26675000000000,48.24988300000000,14.26675000000000,plausibel
defi_7244e3789290383f9bfb,Energie AG,Salzburger Straße 355a,4030,Linz,Lifepak CR+,"Sportanlage Wegschaid, Hr. Kohlberger kontaktieren!",48.24863000000000,14.26890000000000,48.24863000000000,14.26890000000000,plausibel
defi_5c6e49f81c09df49b909,Energie AG,Salzburgerstraße 373b,4030,Linz,Lifepak CR+,Eingang Umspannwerk,48.24611900000000,14.26634900000000,48.24611900000000,14.26634900000000,plausibel
defi_a8df9d861c8684d1ab05,Linz AG,Saxingerstraße 1a,4020,Linz,Lifepak Express,Containerterminal 1. Stock,48.31077000000000,14.32574000000000,48.31077000000000,14.32574000000000,plausibel
defi_abf76dd5542a73282ad7,Tencate Geosynthetics Austria GmbH,Schachermayerstraße 18,4021,Linz,Heartstart FRx,Anmeldung Spedition hintergebäude,48.29565000000000,14.32361000000000,48.29565000000000,14.32361000000000,plausibel
defi_297cd715caf93dea37dd,Schachermayer-Großhandels GmbH,Schachermayerstraße 2,4020,Linz,Lifepak CR2 WLAN,,48.29777000000000,14.32132000000000,48.29777000000000,14.32132000000000,plausibel
defi_f3e8156c23408dcc204d,GIS Gebühren Info Service GmbH,Scharitzerstraße 6-8,4020,Linz,Heartstart FRx,"Büro, 5. OG",48.29570700000000,14.29360700000000,48.29570700000000,14.29360700000000,plausibel
defi_ef19030645969efbd328,Bildungshaus Sankt Magdalena,Schatzweg 177,4040,Linz,Lifepak CR+,Hinterm Empfang,48.33914000000000,14.30509000000000,48.33914000000000,14.30509000000000,plausibel
defi_ee9f1233125ed66309e6,Forum Apotheke Oed,Schiffmannstraße 7,4020,Linz,Lifepak CR+,Eingang rechts,48.26561100000000,14.28141600000000,48.26561100000000,14.28141600000000,plausibel
defi_b1c3f7e6a9eb2a7b5aaf,OÖ Landesbibliothek,Schillerplatz 2,4021,Linz,Lifepak CR+,Leseraum,48.29714000000000,14.29103000000000,48.29714000000000,14.29103000000000,plausibel
defi_4ebc25bb349b9b5c4a19,"OÖ Landes-Kultur GmbH, Schlossmuseum Linz",Schlossberg 1,4020,Linz,Heartstart FRx,Schlossmuseum Linz,48.30520000000000,14.28266700000000,48.30520000000000,14.28266700000000,plausibel
defi_1faab3e698391cf126b4,Linz AG,Schörgenhubstr. 16,4030,Linz,Lifepak CR+,Schörgenhubbad - Küche,48.24985000000000,14.30083000000000,48.24985000000000,14.30083000000000,plausibel
defi_def1f231b620b580fc70,Sparkasse Oberösterreich AG,Sparkassenplatz 2,4040,Linz,Lifepak CR+,Portier,48.31606000000000,14.28418000000000,48.31606000000000,14.28418000000000,plausibel
defi_184614f56a54e7321cb9,Createam Werbeagentur GmbH,Spittelwiese 5,4020,Linz,Heartstart FRx,Küche,48.30271000000000,14.28829000000000,48.30271000000000,14.28829000000000,plausibel
defi_96b4a959aff6c10e9de3,DDr. Johannes Brücke,Spittelwiese 6,4020,Linz,Lifepak CR+,"Nach Eingang ""Spittelwiese"" rechts Treppenaufgang 3. OG (Arkade)",48.30258300000000,14.28800000000000,48.30258300000000,14.28800000000000,plausibel
defi_aca4b335630d1d6ac5d0,Borealis Polyolefine GmbH,St. Peter Straße 25,4021,Linz,Lifepak CR+,Borealis Linz,48.28816700000000,14.32440000000000,48.28816700000000,14.32440000000000,plausibel
defi_6138701bbc725d8b5f30,ANS Personalservice GmbH,St.-Peter-Straße 25,4020,Linz,Lifepak CR2 WLAN,"Borealis-Gebäude, 2. Stock",48.28874100000000,14.32318800000000,48.28874100000000,14.32318800000000,plausibel
defi_07ab887dbd1872d8758f,APK-Pensionskassen AG,Stahlstraße 2-4,4020,Linz,Lifepak CR+,Lagerraum,48.28328700000000,14.31952200000000,48.28328700000000,14.31952200000000,plausibel
defi_b0c0e08c744aef466744,voestalpine Personal Services GmbH,Stahlstrasse 30,4031,Linz,Lifepak CR+,"3. OG, Sekretariat im 1.OG",48.27315000000000,14.32118300000000,48.27315000000000,14.32118300000000,plausibel
defi_7b856b9ca7aae55d0c5d,voestalpine Personal Services GmbH,Stahlstrasse 30,4031,Linz,Lifepak CR+,"EG, Sekretariat im 1.OG",48.27298300000000,14.32128300000000,48.27298300000000,14.32128300000000,plausibel
defi_a5cb4d5157d35bd10062,IS Baubetrieb GmbH,Stahlstraße 44a,4031,Linz,Lifepak CR+,"Tischlerei, BG 32",48.26838300000000,14.32438300000000,48.26838300000000,14.32438300000000,plausibel
defi_c154eea6724a9f5658f9,IS Baubetrieb GmbH,Stahlstraße 44a,4031,Linz,Lifepak CR+,"Stahlstraße 44, BG 22 Erdgeschoß",48.27125000000000,14.32400000000000,48.27125000000000,14.32400000000000,plausibel
defi_15960908895ed99702fb,Raiffeisenverband Oberösterreich,Starhembergstr. 49,4020,Linz,Lifepak CR+,3. Stock Kopierraum,48.29891700000000,14.29986700000000,48.29891700000000,14.29986700000000,plausibel
defi_c07877df388faadd5a01,ASKÖ Blaue Elf Linz,Teutschmannweg 1,4020,Linz,Lifepak CR+,Büro Platzwart,48.26982600000000,14.30721600000000,48.26982600000000,14.30721600000000,plausibel
defi_61c547ba266db819e021,Berufsschule Linz 2 + Berufsschulinternat Linz,Turmstraße 1,4020,Linz,Heartstart FRx,Schulwart Zimmer,48.27675000000000,14.31293300000000,48.27675000000000,14.31293300000000,plausibel
defi_df5641a9b3f2cfddb6c4,Primetals Technologies Austria GmbH,Turmstraße 44,4031,Linz,Lifepak CR+,BG 47 Oststern 3. OG Gangbereich neben der Teeküche,48.27480000000000,14.32240000000000,48.27480000000000,14.32240000000000,plausibel
defi_30c4ea31b3fdb99e42a3,Primetals Technologies Austria GmbH,Turmstraße 44,4031,Linz,Lifepak CR+,"BG 48 3. OG Stiegenhausbereich nordseitig, neben Eingang zu Zi 340",48.27576700000000,14.32161700000000,48.27576700000000,14.32161700000000,plausibel
defi_05e1f234b2cb8e3d001b,Primetals Technologies Austria GmbH,Turmstraße 44,4031,Linz,Lifepak CR+,BG 47 Weststern 3. OG Gangbereich neben der Teeküche,48.27461700000000,14.32113300000000,48.27461700000000,14.32113300000000,plausibel
defi_e0893c24422bc71da670,Primetals Technologies Austria GmbH,Turmstraße 44,4031,Linz,Lifepak CR+,BG 47 Mittelstern 3. OG neben Teeküche,48.27466700000000,14.32176700000000,48.27466700000000,14.32176700000000,plausibel
defi_7cf70196bf90aff2e92f,Primetals Technologies Austria GmbH,Turmstraße 44,4031,Linz,Lifepak CR+,BG 47 Eingangsbereich in Portiernähe,48.27466700000000,14.32176700000000,48.27466700000000,14.32176700000000,plausibel
defi_608b041adfbf754ea8d0,Primetals Technologies Austria GmbH,Turmstraße 44,4031,Linz,Lifepak CR+,"BG 48 3. OG Stiegenhausbereich südseitig, neben Eingang zu Zi 331",48.27556700000000,14.32155000000000,48.27556700000000,14.32155000000000,plausibel
defi_596916d42c2147564f9c,Primetals Technologies Austria GmbH,Turmstraße 44,4031,Linz,Lifepak CR+,BG 48 Eingangsbereich seitlich Richtung Verbindungsgang zu BG 45,48.27556700000000,14.32155000000000,48.27556700000000,14.32155000000000,plausibel
defi_9612108869f87afd93a6,Primetals Technologies Austria GmbH,"Turmstraße 44, Postfach 4",4031,Linz,Lifepak CR+,BÜRO Kasten,48.27467000000000,14.32175000000000,48.27467000000000,14.32175000000000,plausibel
defi_9612108869f87afd93a6_2,Primetals Technologies Austria GmbH,"Turmstraße 44, Postfach 4",4031,Linz,Lifepak CR+,BÜRO Kasten,48.27467000000000,14.32175000000000,48.27467000000000,14.32175000000000,plausibel
defi_cc4c3344e42d41d25c8a,Primetals Technologies Austria GmbH,"Turmstraße 44, Postfach 4",4031,Linz,Lifepak CR+,BG 74 Foyer - Stiegenhaus Nord,48.27346300000000,14.32257400000000,48.27346300000000,14.32257400000000,plausibel
defi_48a9b03ea0de31804114,Primetals Technologies Austria GmbH,"Turmstraße 44, Postfach 4",4031,Linz,Lifepak CR+,BG 74/Erdgeschoss - Stiegenhaus Süd,48.27346300000000,14.32257400000000,48.27346300000000,14.32257400000000,plausibel
defi_653ad1bdf14a8c44ffbe,Primetals Technologies Austria GmbH,Stahlstraße 14,4031,Linz,Heartstart FRx,"BG 88, EG",48.27628300000000,14.32160000000000,48.27628300000000,14.32160000000000,plausibel
defi_5148f472452d8d69501a,"Pensionistenverband Ortsgruppe Bindermichl, Volkshaus Bindermichl",Uhlandgasse 5,4020,Linz,Lifepak CR+,Volkshaus Bindermichl,48.27315000000000,14.28986700000000,48.27315000000000,14.28986700000000,plausibel
defi_10250ed98c490db88814,ÖBB Personenverkehr AG,Unionstraße 24,4020,Linz,Lifepak CR+,Boardservice (Werksgelände),48.17914000000000,14.04701000000000,48.17914000000000,14.04701000000000,plausibel
defi_cc98fbfd225d782efcd1,Linz AG,Untere Donaulände 11,4020,Linz,Lifepak CR+,Parkbad - Freibad/Sportbecken Winter: Eishalle NEU,48.31291600000000,14.28548300000000,48.31291600000000,14.28548300000000,plausibel
defi_99e3a057c1a961d4d1b5,Linz AG,Untere Donaulände 11,4020,Linz,Lifepak CR+,Parkbad - Hallenbad,48.31141600000000,14.29498300000000,48.31141600000000,14.29498300000000,plausibel
defi_b035a261498a6dd9917f,Pörner Ingenieurgesellschaft mbH,Untere Donaulände 21-25,4020,Linz,Lifepak CR+,Büro nach Eingang links,48.28578300000000,14.29415000000000,48.28578300000000,14.29415000000000,plausibel
defi_35182f9fe311113e5149,Linz AG,"Urnenhainweg 8, Linzerstraße",4020,Linz,Lifepak CR+,"Friedhof Urnenhain, Erste Hilfe Raum (Verwaltungsgebäude)",48.32543600000000,14.29586500000000,48.32543600000000,14.29586500000000,plausibel
defi_d4c360d72bed8dbf55ff,Landesverwaltungsgericht Oberösterreich,Volksgartenstraße 14,4020,Linz,Lifepak Express,Sanitätsraum im EG,48.29666400000000,14.28913300000000,48.29666400000000,14.28913300000000,plausibel
defi_3832735b7b8e3f2553d4,Arbeiterkammer Linz,Volksgartenstraße 34,4020,Linz,Fred Easy,"ÖGB, Infoschalter beim Eingang",48.29458300000000,14.29076700000000,48.29458300000000,14.29076700000000,plausibel
defi_76dd45bb6309f019c824,Arbeiterkammer Linz,Volksgartenstraße 40,4020,Linz,Fred Easy,Infoschalter beim Eingang,48.29386700000000,14.29136700000000,48.29386700000000,14.29136700000000,plausibel
defi_78f771ac2ade4022d270,Arbeiterkammer Linz,Volksgartenstraße 40,4020,Linz,Fred Easy,Kongresssaal bei Lift,48.29428300000000,14.29098300000000,48.29428300000000,14.29098300000000,plausibel
defi_2d0ed0bfe7ca79b81c85,WFL Millturn Technologies GmbH & Co KG,Wahringerstr. 36,4030,Linz,Lifepak CR+,Zugang Bürogebäude/Produktionshalle,48.26714000000000,14.32502000000000,48.26714000000000,14.32502000000000,plausibel
defi_22c2dd0150cf22a0c2d3,emcee GmbH,Wahringerstraße 34,4030,Linz,Lifepak CR+,Produktion - Instandhaltungswerkstatt,48.26573300000000,14.32481700000000,48.26573300000000,14.32481700000000,plausibel
defi_1916df1785eef60b8710,emcee GmbH,Wahringerstraße 34,4030,Linz,Lifepak CR+,BG 11 Foyer,48.26573300000000,14.32481700000000,48.26573300000000,14.32481700000000,plausibel
defi_a32ecad192f424b51ffc,VACE Engineering GmbH,Wahringerstraße 34,4030,Linz,Lifepak CR2 WLAN,"BG 11, 1.OG Stiegenhaus",48.26515200000000,14.32460300000000,48.26515200000000,14.32460300000000,plausibel
defi_cd639832a0fd5ed5d1a9,Bilfinger Maschinenbau GmbH & Co KG,"Wahringerstraße 34, Postfach 35",4031,Linz,Heartstart FRx,Gerät 2021 nicht auffindbar (ehem. Büro Hr. Feichtinger),48.27045100000000,14.34831100000000,48.27045100000000,14.34831100000000,plausibel
defi_6c815b8edc9f8366f130,Dr. Susanne Leisch,Waltherstraße 5,4020,Linz,Heartstart FRx,Blutabnahme 2 im Kasten,48.30216200000000,14.28415300000000,48.30216200000000,14.28415300000000,plausibel
defi_7df8ea50319d5d481125,"Dr. Susanne Leisch (vorab Kontakt mit Fr. Dr. Leisch, da Defi in Ägypten steht)",Waltherstraße 5,4020,Linz,Heartstart FRx,Archäologische Ausgrabung Ägypten,48.30216200000000,14.28415300000000,48.30216200000000,14.28415300000000,plausibel
defi_e19a771a0a4e42135b67,ÖAMTC Oberösterreich,Wankmüllerhofstraße 60,4021,Linz,Lifepak Express,Werkstatt Lager,48.27941600000000,14.30917900000000,48.27941600000000,14.30917900000000,plausibel
defi_93c19ec8b049428280a8,Linz AG - Wasserwerk Scharlinz,Wasserwerkstraße 2,4030,Linz,Lifepak CR2 WLAN,Warte,48.26635900000000,14.31166900000000,48.26635900000000,14.31166900000000,plausibel
defi_b955f2f0c388c51fcc93,Energie AG,Wattstraße 5,4030,Linz,Lifepak CR+,Erdgeschoss nach Haupteingang links,48.24684700000000,14.26613700000000,48.24684700000000,14.26613700000000,plausibel
defi_e3416e00d5d3dd0e2b0a,Linz AG,Wiener Straße 151,4021,Linz,Lifepak CR+,"Linz AG Zentrale, Portier",48.30137000000000,14.29657000000000,48.30137000000000,14.29657000000000,plausibel
defi_89ec49c5c1ced9ad564f,Berufsschule Linz 2 und 9,Wiener Straße 181,4020,Linz,Fred Easy,EG Gang Kasten,48.27755000000000,14.31241700000000,48.27755000000000,14.31241700000000,plausibel
defi_f31d8dc55c8ebe3d216b,Theater Phoenix,Wiener Straße 25,4020,Linz,Lifepak CR+,Saaleingang,48.29131700000000,14.29688300000000,48.29131700000000,14.29688300000000,plausibel
defi_8694e725269252d429d6,Linz AG,Wiener Straße 383,4030,Linz,Lifepak CR+,"Remise Kleinmünchen, Meisterbüro",48.25794600000000,14.32230900000000,48.25794600000000,14.32230900000000,plausibel
defi_5a007df0ecad356bb9aa,Linz Textil GmbH,Wiener Straße 435,4030,Linz,Lifepak Express,Weberei,48.25464000000000,14.32696000000000,48.25464000000000,14.32696000000000,plausibel
defi_9340d4f77640c8ad4f43,Pensionistenverband Österreichs Landesorganisation OÖ,Wienerstraße 2,4020,Linz,Fred Easy,EG nähe Eingang,48.29196700000000,14.29500000000000,48.29196700000000,14.29500000000000,plausibel
defi_d14d51a85227d8fddf14,Sportunion Oberösterreich,Wieningerstraße 11,4020,Linz,Lifepak CR+,"Sportunion Babenberg, Kabinengang Außenbereich",48.26847000000000,14.28165300000000,48.26847000000000,14.28165300000000,plausibel
defi_9a80cf81ade71cff6b54,Diakonie Zentrum Spattstraße gemeinnützige GmbH,Willingerstraße 21,4030,Linz,Heartstart FRx,Eingangsbereich,48.26930000000000,14.31240000000000,48.26930000000000,14.31240000000000,plausibel
defi_f10e90cdb657112dd6d9,Ordination Dr. Weilheim-Koits,,,,Lifepak CR2 USB,,,,,,fehlt
defi_506b9797deda2d34c558,"Froschberg Apotheke, Mag. pharm. Kurt Pröll",Ziegeleistraße 70,4020,Linz,Lifepak Express,,48.29090000000000,14.27631700000000,48.29090000000000,14.27631700000000,plausibel
