id,quell_id,name,katastralgemeinde,beschreibung,detail_url,benannt_nach,person_wikidata_id,weitere_person_wikidata_ids,person_wikidata_url,person_name,person_geschlecht,person_beruf,person_geburtsdatum,person_sterbedatum,heutiger_strassenname,benennung_code,jahr_benennung,jahr_loeschung
strasse_historisch_2037,2037,Kleines Padgäßl,Linz,"Zwischen den Häusern 6 und 14 der heutigen Badgasse befand sich bis zum Abbruch der Häuser im Jahr 1939 eine schmale Gasse mit einem Durchgang zur Donau. Vor dem Durchgang setzte sich dieses Gässchen gegen Westen zum unteren Hofberg fort und hieß Kleines Padgäßchen (1730, 1781), heute Badgasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2037&hist=historisch,,,,,,,,,,Badgasse,X,1730,1781
strasse_historisch_2058,2058,Kopernikusstraße,St. Peter,Bestand zwischen 1932 und 1938 im Gebiet der heutigen VOEST-Alpine (siehe auch aktuelle Straßennamen),https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2058&hist=historisch,Nikolaus Kopernikus,Q619,,https://www.wikidata.org/wiki/Q619,Nicolaus Copernicus,male,astronomer,1473-02-19,1543-05-24,,M,1932,1938
strasse_historisch_2050,2050,Köstlingerstraße,Waldegg,"Von 1942 bis 1945 nach dem Fleischergehilfen Franz Köstlinger (1910-1934), der als Nationalsozialist bei einer politischen Auseinandersetzung ums Leben kam, heute Kuefsteinerstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2050&hist=historisch,Franz Köstlinger,,,,,,,,,Kuefsteinerstraße,M,1942,1945
strasse_historisch_2070,2070,Kreuzgasse,Linz,"Ab 1869 Bezeichnung für jenen Teil des Kroatendörfl, der 1913 in die Kroatengasse einbezogen, heute Kroatengasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2070&hist=historisch,,,,,,,,,,Kroatengasse,X,1869,1913
strasse_historisch_2072,2072,Kreuzstraße,Kleinmünchen,"Vor 1929 Kreuzstraße in Scharlinz, heute Willingerstraße (siehe auch aktuelle Straßennamen)",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2072&hist=historisch,,,,,,,,,,Willingerstraße,X,,1929
strasse_historisch_2075,2075,Kroatendörfl,Linz,"Vor 1893 Bezeichnung für die heutige Karl-Wiser-Straße, siehe auch Kroatengasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2075&hist=historisch,,,,,,,,,,Karl-Wiser-Straße,X,,1869
strasse_historisch_2078,2078,Kronprinzessin-Stephanie-Straße,Urfahr,Zwischen 1881 und 1921 Bezeichnung für einen Teil der heutigen Flußgasse,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2078&hist=historisch,Kronprinzessin Stephanie,Q170197,,https://www.wikidata.org/wiki/Q170197,Princess Stéphanie of Belgium,female,writer,1864-05-21,1945-08-23,Flußgasse,W,1881,1921
strasse_historisch_2079,2079,Kruchboden,Linz,Um 1710 Bezeichnung für den heutigen Hofberg,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2079&hist=historisch,,,,,,,,,,Hofberg,X,um 1710,
strasse_historisch_2080,2080,Kruppstraße,Waldegg,"Von 1941 bis 1945 nach der in Deutschland ansässigen Industriellenfamilie, heute Hatschekstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2080&hist=historisch,,,,,,,,,,Hatschekstraße,M,1941,1945
strasse_historisch_2085,2085,Kürnberggasse,Linz,Von 1869 bis 1881 Bezeichnung für die heutige Lessingstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2085&hist=historisch,,,,,,,,,,Lessingstraße,X,1869,1881
strasse_historisch_2257,2257,Lammfeld,Linz,Vor 1869 Bezeichnung für einen Teil der heutigen Stockhofstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2257&hist=historisch,,,,,,,,,,Stockhofstraße,X,,1869
strasse_historisch_2258,2258,Lammwirtsfeld,Linz,Vor 1869 Bezeichnung für einen Teil der heutigen Stockhofstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2258&hist=historisch,,,,,,,,,,Stockhofstraße,X,,1869
strasse_historisch_2259,2259,Lammwirtsfeldgasse,Linz,Vor 1869 Bezeichnung für einen Teil der heutigen Stockhofstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2259&hist=historisch,,,,,,,,,,Stockhofstraße,X,,1869
strasse_historisch_2261,2261,Lammwirtssandgstetten,Linz,"Vor 1869 nach dem ehemaligen Gasthof Zum Weißen Lamm, heute Sandgasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2261&hist=historisch,,,,,,,,,,Sandgasse,X,,1869
strasse_historisch_2260,2260,Lammwirtsteich,Linz,Vor 1869 Bezeichnung für einen Teil der heutigen Stockhofstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2260&hist=historisch,,,,,,,,,,Stockhofstraße,X,,1869
strasse_historisch_2262,2262,Lamplwirtsfeldgasse,Linz,"Vor 1869 Lange Lamplwirtsfeldgasse nach dem ehemaligen Gasthof Zum Weißen Lamm an der Herrenstraße, heute Langgasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2262&hist=historisch,,,,,,,,,,Langgasse,X,,1869
strasse_historisch_2263,2263,Lamplwirtsgasse,Linz,"Bezeichnung um 1800 nach dem ehemaligen Gasthof Zum Weißen Lamm, heute Wurmstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2263&hist=historisch,,,,,,,,,,Wurmstraße,X,um 1800,
strasse_historisch_2265,2265,Landgerichtsgasse,Linz,"Um 1815 alte Landgerichtsgasse, heute Johannesgasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2265&hist=historisch,,,,,,,,,,,,,
strasse_historisch_2267,2267,Landhausgasse,Linz,"Um 1800 Bezeichnung für das Straßenstück zwischen Hahnengasse und Klosterstraße, heute Teil der Altstadt",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2267&hist=historisch,,,,,,,,,,,X,um 1800,
strasse_historisch_2268,2268,Landhausgraben,Linz,"Um 1781 Landhausgraben oder Oberer Graben nach der hier verlaufenden Stadtbefestigung, heute Promenade",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2268&hist=historisch,,,,,,,,,,Promenade,X,um 1781,
strasse_historisch_2270,2270,Landwehrplatz,Linz und Lustenau,"Von 1934 bis 1946 Landwehrplatz zu Ehren des Linzer Landwehrregiments Nr. 2, das sich im Ersten Weltkrieg auszeichnete, heute Bulgariplatz",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2270&hist=historisch,,,,,,,,,,Johannesgasse,X,um 1815,
strasse_historisch_2274,2274,Lange Gaßen,Linz,"1652 und 1730 Lange Gassen, heute Bischofstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2274&hist=historisch,,,,,,,,,,Bulgariplatz,X,1934,1946
strasse_historisch_2275,2275,Lange Lamplwirtsfeldgasse,Linz,"Vor 1869 Lange Lamplwirtsfeldgasse nach dem ehemaligen Gasthof Zum Weißen Lamm an der Herrenstraße, heute Langgasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2275&hist=historisch,,,,,,,,,,Bischofstraße,X,1652,1730
strasse_historisch_2276,2276,Lange Rauchfangkehrergasse,Linz,"Um 1771 Lange oder Deutsche Rauchfangkehrergasse, später (ca. 1800-1869) Rauchfangkehrergasse (nach dem Haus 11), heute Bischofstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2276&hist=historisch,,,,,,,,,,Langgasse,X,,1869
strasse_historisch_2278,2278,Langothstraße,Linz,"1973-1986 Langothstraße nach dem Landeshauptmann-Stellvertreter und letzten nationalsozialistischen Oberbürgermeister Franz Langoth (1877-1953), heute Kaisergasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2278&hist=historisch,,,,,,,,,,Bischofstraße,X,um 1771,
strasse_historisch_2282,2282,Lassallegasse,Kleinmünchen,"Von 1929 bis 1934 nach dem Schöpfer der deutschen sozialistischen Arbeiterpartei Ferdinand Lassalle (1825-1864), heute Schnopfhagenstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2282&hist=historisch,Franz Langoth,Q87220,,https://www.wikidata.org/wiki/Q87220,Franz Langoth,male,judge,1877-08-20,1953-04-17,Kaisergasse,M,1973,1986
strasse_historisch_2284,2284,Lazarettgasse,Linz,"Bis 1869 Lazarettgasse nach dem um die Mitte des 17. Jahrhunderts an dieser Straße (Haus Nr. 33) eingerichteten Pestlazarett, heute Lederergasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2284&hist=historisch,Ferdinand Lassalle,Q75784,,https://www.wikidata.org/wiki/Q75784,Ferdinand Lassalle,male,writer,1825-04-11,1864-08-31,Schnopfhagenstraße,M,1929,1986
strasse_historisch_2286,2286,Leebstraße,Waldegg,"Von 1940 bis 1945 nach dem Polizeioberwachmann Franz Leeb (1902-1934), mitbeteiligt am nationalsozialistischen Juliputsch 1934, heute Jörgerstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2286&hist=historisch,Franz Leeb,,,,,,,,,Jörgerstraße,M,1940,1945
strasse_historisch_2289,2289,Leingruberstraße,St. Peter,"Von der Holzmüllerstraße zur Wahringerstraße. Benannt 1929 nach Martin Leingruber (auch Laingruber), einem Führer der Bauern des Hausruckkreises im Bauernkrieg des Jahres 1626. Straßenbezeichnung 1984 gelöscht.",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2289&hist=historisch,Martin Leingruber,,,,,,,,,"Holzmüllerstraße, Währingerstraße",M,,1984
strasse_historisch_2290,2290,Leinwandmarkt,Linz,"Um 1644 Bezeichnung für den von der Kreuzung Hofberg - Hofgasse gebildeten Platz (auch Haarmarkt genannt), heute Teil des Hofberges",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2290&hist=historisch,,,,,,,,,,Hofberg,X,um 1644,um 1644
strasse_historisch_2296,2296,Lenzlbauerngasse,Linz,"Nach dem Objekt Lederergasse 47 zur Ludlgasse verlaufend. 1815 erwähnt, nach dem gleichnamigen Bauerngut benannt. Aufgelassen",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2296&hist=historisch,,,,,,,,,,Lederergasse,X,1815,
strasse_historisch_2232,2232,Linke Donaustraße,Urfahr,"Von 1921 bis 2009 Bezeichnung für die vom linken Brückenkopf der Nibelungenbrücke stromabwärts verlaufende Verkehrsfläche. Vor 1921 Donaustraße, heute Ars-Electronica-Straße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2232&hist=historisch,,,,,,,,,,Ars-Electronica-Straße,X,1921,2009
strasse_historisch_2234,2234,Linzer Straße,Kleinmünchen,Vor 1929 inoffizielle Bezeichnung für die heutige Denkstraße (siehe auch aktuelle Straßennamen),https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2234&hist=historisch,,,,,,,,,,Denkstraße,X,,1929
strasse_historisch_2243,2243,Lohwiesen,Kleinmünchen,"Von 1942 bis 1947, benannt nach der südlich davon liegenden Lohwiesen, heute Teil des Flötzerweges",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2243&hist=historisch,,,,,,,,,,Flötzerweg,X,1942,1947
strasse_historisch_2240,2240,Löwenfeldstraße,Kleinmünchen,"Von 1925 bis 1938 nach Moriz Löwenfeld, Teilhaber der Kunstmühle in Kleinmünchen und Wohltäter dieser Gemeinde, heute Zeppelinstraße (siehe auch aktuelle Straßennamen)",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2240&hist=historisch,Moriz Löwenfeld,,,,,,,,,Zeppelinstraße,M,1925,1938
strasse_historisch_2241,2241,Löwengasse,Urfahr,Hinter Rudolfstraße 1 und 3 zur Fiedlerstraße bzw. ursprünglich bis zur Ottensheimer Straße verlaufend. Benannt 1892 nach dem Gasthof Zum goldenen Löwen auf dem einstigen Urfahrer Platzl. Bezeichnung 1984 gelöscht.,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2241&hist=historisch,,,,,,,,,,Fiedlerstraße,X,1892,1984
strasse_historisch_2249,2249,Ludlstraße,Linz,"Bezeichnung bis 1864, heute Holzstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2249&hist=historisch,,,,,,,,,,Holzstraße,X,,1864
strasse_historisch_3398,3398,Lustenauerstraße,Linz,siehe Bismarckstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3398&hist=historisch,,,,,,,,,,Bismarckstraße,X,1830,1869
strasse_historisch_2487,2487,Maitzenstraße,Lustenau,"Von 1940 bis 1945 nach dem Polizeioberwachmann Ludwig Maitzen (1905-1934), der am nationalsozialistischen Juliputsch 1934 mitbeteiligt war, heute Beringerstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2487&hist=historisch,Ludwig Maitzen,,,,,,,,,,,,
strasse_historisch_2495,2495,Maria-Theresia-Straße,Linz,"Von 1876 bis 1921 nach Kaiserin Maria Theresia (1717-1780), heute Beethovenstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2495&hist=historisch,Kaiserin Maria Theresia,Q131706,,https://www.wikidata.org/wiki/Q131706,Maria Theresa of Austria,female,aristocrat,1717-05-13,1780-11-29,Beethovenstraße,W,1876,1921
strasse_historisch_2501,2501,Marktplatz,Linz,"Von 1864 bis 1914 nach den dort seit 1857 abgehaltenen Linzer Märkten, heute Hessenplatz",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2501&hist=historisch,,,,,,,,,,Hessenplatz,X,1864,1914
strasse_historisch_2502,2502,Marktplatz Urfahr,Urfahr,Bestand bis zur Umgestaltung des Urfahrer Brückenkopfes 1940 an der Ottensheimer Straße. Vielfach als Platzl bezeichnet. - Im 16. Jahrhundert Am Fleck und Unteres Ort.,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2502&hist=historisch,,,,,,,,,,Ottensheimer Straße,X,,1940
strasse_historisch_2503,2503,Marktstraße,Linz,"Von 1864 bis 1935 Bezeichnung für den Straßenzug zwischen Harrachstraße und Hessenplatz, heute Dametzstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2503&hist=historisch,,,,,,,,,,Dametzstraße,X,1864,1935
strasse_historisch_2513,2513,Maximilianstraße,Urfahr,"Von 1875 bis 1921 nach dem Erbauer der Linzer Befestigungstürme Erzherzog Maximilian d'Este (1782-1863), heute Ottensheimer Straße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2513&hist=historisch,Erzherzog Maximilian d'Este,Q78549,,https://www.wikidata.org/wiki/Q78549,Archduke Maximilian of Austria-Este,male,military officer,1782-07-14,1863-06-01,Ottensheimer Straße,M,1875,1921
strasse_historisch_2518,2518,Mayrsdorfweg,Urfahr,Vom Bahnhof der Pöstlingbergbahn zur Hagenstraße verlaufend. Benannt 1905 nach dem bereits 1111 erwähnten Gut Mayrsdorf. Gelöscht 1984.,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2518&hist=historisch,,,,,,,,,,,X,1905,1984
strasse_historisch_2534,2534,Mittelstraße,St. Peter,Aufgelassen 1921.,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2534&hist=historisch,,,,,,,,,,,X,,1921
strasse_historisch_2539,2539,Mittlere Kapuzinerfeldgassen,Linz,Von 1730 bis 1781 Bezeichnung für die heutige Stifterstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2539&hist=historisch,,,,,,,,,,Stifterstraße,X,1730,1781
strasse_historisch_2540,2540,Möldersstraße,Urfahr,"Von 1942 bis 1945 nach dem Jagdflieger des Zweiten Weltkrieges Oberst Werner Mölders, heute Harruckerstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2540&hist=historisch,Werner Mölders,Q58641,,https://www.wikidata.org/wiki/Q58641,Werner Mölders,male,aircraft pilot,1913-03-18,1941-11-22,Harruckerstraße,M,1942,1945
strasse_historisch_2545,2545,Mollgasse,Linz,"Bezeichnung vor 1869 nach dem Schiffmeister Anton Moll, dem Besitzer des Hauses Nr. 2, heute Fabrikstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2545&hist=historisch,Anton Moll,,,,,,,,,Fabrikstraße,M,,1869
strasse_historisch_2546,2546,Moosbauerstraße,Urfahr,"Von 1942 bis 1945 nach dem Passauer NS-Oberbürgermeister Max Moosbauer, heute Hauserstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2546&hist=historisch,Max Moosbauer,Q1913069,,https://www.wikidata.org/wiki/Q1913069,Max Moosbauer,male,politician,1892-03-02,1968-11-10,Hauserstraße,M,1942,1945
strasse_historisch_2560,2560,Nagelgraben,Urfahr,"Vor 1875 Nagelgraben, heute Im Tal und Talgasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2560&hist=historisch,,,,,,,,,,,X,,1875
strasse_historisch_2568,2568,Neue Bethlehemgasse,Linz,Von 1761 bis 1869 Bezeichnung für die heutige Marienstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2568&hist=historisch,,,,,,,,,,Marienstraße,X,1761,1869
strasse_historisch_2569,2569,Neue Ottensheimer Straße,Urfahr,Vor 1875 Bezeichnung für die heutige Rudolfstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2569&hist=historisch,,,,,,,,,,Rudolfstraße,X,,1875
strasse_historisch_2570,2570,Neue Prager Straße,Urfahr,Vor 1875 Bezeichnung für die heutige Blütenstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2570&hist=historisch,,,,,,,,,,Blütenstraße,X,,1875
strasse_historisch_2571,2571,Neue Spitzfeldgasse,Linz,Von 1815 bis 1869 Bezeichnung für den östlichen Teil der heutigen Harrachstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2571&hist=historisch,,,,,,,,,,Harrachstraße,X,1815,1869
strasse_historisch_2572,2572,Neue Welt,Linz,"Jener Teil der heutigen Adlergasse, der zwischen Neutorgasse und dem Ende der Sackgasse liegt, hieß um 1710 und 1771 Neue Welt, heute Adlergasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2572&hist=historisch,,,,,,,,,,Adlergasse,X,1710,1771
strasse_historisch_2574,2574,Neuer Marktplatz,Urfahr,Von 1861 bis 1875 Bezeichnung für den heutigen Bernaschekplatz,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2574&hist=historisch,,,,,,,,,,Bernaschekplatz,X,1861,1875
strasse_historisch_2575,2575,Neuer Weg,Linz,"Vor 1869 Neuer Weg gegen die Donau (einschließlich Wasserstiege), heute Schweizerhausgasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2575&hist=historisch,,,,,,,,,,Schweizerhausgasse,X,,1869
strasse_historisch_2579,2579,Neugasse,Kleinmünchen,"Vor 1929 Neugasse in Scharlinz, heute Schumannstraße (siehe auch aktuelle Straßennamen)",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2579&hist=historisch,,,,,,,,,,Schumannstraße,X,,1929
strasse_historisch_2581,2581,Neuhäusl,Linz,"Von 1730 bis 1825 Bezeichnung für jenen Teil der heutigen Landstraße, der ab der Langgasse stadtauswärts führt.",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2581&hist=historisch,,,,,,,,,,Landstraße,X,1730,1825
strasse_historisch_2582,2582,Neuhäuslweg,Linz,Im 18. Jahrhundert Bezeichnung für die heutige Rainerstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2582&hist=historisch,,,,,,,,,,Rainerstraße,X,18. Jhdt.,18. Jhdt.
strasse_historisch_2585,2585,Neustiftgasse,Linz,Um 1771 Bezeichnung für die heutige Fabrikstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2585&hist=historisch,,,,,,,,,,Fabrikstraße,X,um 1771,
strasse_historisch_2587,2587,Neuweg,Linz und Waldegg,Bereits 1808 Bezeichnung für einen Teil der heutigen Römerstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2587&hist=historisch,,,,,,,,,,Römerstraße,X,1808,
strasse_historisch_2590,2590,Niedernharter Straße,Waldegg,"Seit 1913 Bezeichnung für das Straßenstück zwischen der Unionstraße und dem 1944 zerbombten Zehetnerhof. 1954 wurde dieser Teil in die Hanuschstraße einbezogen, heute Hanuschstraße (siehe auch aktuelle Straßennamen)",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2590&hist=historisch,,,,,,,,,,Hanuschstraße,X,1913,1954
strasse_historisch_2595,2595,Nitschplatz,Linz,"Platz vor der Frauenklinik, begrenzt durch Nietzschestraße, Röntgenstraße, Leibnizstraße und Lederergasse. Benannt 1955 nach dem oberösterreichischen Baureformer Franz Nitsch (1877-1954). Gelöscht 1973.",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2595&hist=historisch,Franz Nitsch,,,,,,,,,,M,1955,1973
strasse_historisch_2596,2596,Nöhmergang,Waldegg,"Von 1942 bis 1945 nach dem als Nationalsozialist ums Leben gekommenen Matthias Nöhmer (1916-1935), heute Geymanngang",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2596&hist=historisch,Matthias Nöhmer,,,,,,,,,Geymanngang,M,1942,1945
strasse_historisch_2599,2599,Nußbaumgasse,Linz,"Bezeichnung von 1781 bis 1800, auch als Kapuzinergasse bezeichnet, heute Steingasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2599&hist=historisch,,,,,,,,,,Steingasse,X,1781,1800
strasse_historisch_2603,2603,Obere Badgasse,Linz,"Bis 1869 nach dem früher dort situierten oberen Baderhaus, heute Badgasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2603&hist=historisch,,,,,,,,,,Badgasse,X,,1869
strasse_historisch_2606,2606,Obere Lederergasse,Linz,Im 18. Jahrhundert Bezeichnung für die heutige Museumstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2606&hist=historisch,,,,,,,,,,Museumstraße,X,18. Jhdt.,18. Jhdt.
strasse_historisch_2607,2607,Obere Peissenfeldstraße,Linz,"Von 1815 bis 1869 Bezeichnung für das Straßenstück zwischen Harrachstraße und Elisabethstraße, heute Bethlehemstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2607&hist=historisch,,,,,,,,,,Bethlehemstraße,X,1815,1869
strasse_historisch_2608,2608,Obere Pfarrgasse,Linz,Im Spätmittelalter Bezeichnung für die heutige Pfarrgasse,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2608&hist=historisch,,,,,,,,,,Pfarrgasse,X,Spätmittelalter,Spätmittelalter
strasse_historisch_2609,2609,Obere Wassertorgasse,Linz,"Um 1800 Bezeichnung für das Gassl beim Roten Krebsen, heute Hofberg",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2609&hist=historisch,,,,,,,,,,Hofberg,X,um 1800,
strasse_historisch_2610,2610,Oberer Graben,Linz,"Um 1781 Oberer Graben oder Landhausgraben nach der hier verlaufenden Stadtbefestigung, heute Promenade",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2610&hist=historisch,,,,,,,,,,Promenade,X,um 1781,
strasse_historisch_2611,2611,Oberer Neuweg,Linz,Vor 1869 Bezeichnung für einen Teil der heutigen Römerstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2611&hist=historisch,,,,,,,,,,Römerstraße,X,,1869
strasse_historisch_2612,2612,Oberes Ort,Urfahr,Im 16. Jahrhundert Bezeichnung für das heutige Steinmetzplatzl (alte inoffizielle Benennung),https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2612&hist=historisch,,,,,,,,,,Steinmetzplatzl,X,16. Jhdt.,
strasse_historisch_2613,2613,Oberes Primerfeld,Linz,"Von 1815 bis 1869 Bezeichnung für das Straßenstück zwischen Harrachstraße und der Eisernen Hand, heute Bethlehemstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2613&hist=historisch,,,,,,,,,,Bethlehemstraße,X,1815,1869
strasse_historisch_2616,2616,Obermüllerweg,Urfahr,"Von 1940 bis 1945 nach dem SA-Mann Fritz Obermüller, der beim nationalsozialistischen Putsch am 25. Juli 1934 ums Leben kam, heute Merianweg",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2616&hist=historisch,Fritz Obermüller,,,,,,,,,Merianweg,M,1940,1945
strasse_historisch_2618,2618,Obermüllnerweg,Pöstlingberg,Von 1955 bis 1956 Bezeichnung für den heutigen Uppsalaweg,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2618&hist=historisch,,,,,,,,,,Uppsalaweg,X,1955,1956
strasse_historisch_2632,2632,Pappelweg,Katzbach,"1976 Pappelweg nach der gleichnamigen Baumart, im selben Jahr auf Wunsch der Anrainer in Birkenweg geändert, diese Bezeichnung wurde wegen gleicher Bezeichnungen in den Anrainergemeinden Engerwitzdorf und Puchenau 1984 auf die heutige Bezeichnung Waldweg geändert.",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2632&hist=historisch,,,,,,,,,,Waldweg,X,1976,1976
strasse_historisch_2634,2634,Paradiesgäßchen,Linz,"Nach 1771 Bezeichnung für das kleine Gässchen zum Haus Kaisergasse Nr. 9, heute Kaisergasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2634&hist=historisch,,,,,,,,,,Kaisergasse,X,1771,
strasse_historisch_2640,2640,Peissenfeldstraße,Linz,"Von 1815 bis 1869 hieß das Straßenstück zwischen Harrachstraße und Elisabethstraße Obere Peissenfeldstraße, heute Bethlehemstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2640&hist=historisch,,,,,,,,,,Bethlehemstraße,X,1815,1869
strasse_historisch_2642,2642,Pernerstorferstraße,Lustenau,"Von 1931 bis 1934 nach dem sozialdemokratischen Redakteur und Politiker Engelbert Pernerstorfer (1850-1918), heute Schreberstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2642&hist=historisch,Engelbert Pernerstorfer,Q875141,,https://www.wikidata.org/wiki/Q875141,Engelbert Pernerstorfer,male,politician,1850-04-27,1918-01-06,Schreberstraße,M,1931,1934
