id,quell_id,name,katastralgemeinde,beschreibung,detail_url,benannt_nach,person_wikidata_id,weitere_person_wikidata_ids,person_wikidata_url,person_name,person_geschlecht,person_beruf,person_geburtsdatum,person_sterbedatum,heutiger_strassenname,benennung_code,jahr_benennung,jahr_loeschung
strasse_historisch_2643,2643,Pestalozziplatz,Linz,"Von 1921 bis 1934 nach dem Pädagogen Johann Heinrich Pestalozzi (1746-1827), heute Hessenplatz",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2643&hist=historisch,Johann Heinrich Pestalozzi,Q105428,,https://www.wikidata.org/wiki/Q105428,Johann Heinrich Pestalozzi,male,pedagogue,1746-01-12,1827-02-17,Hessenplatz,M,1921,1934
strasse_historisch_2647,2647,Petrinumstraße,Urfahr,"Von 1904 bis 1954 nach dem Knabenseminar Collegium Petrinum, heute Doppelbauerweg (siehe auch aktuelle Straßennamen)",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2647&hist=historisch,,,,,,,,,,Doppelbauerweg,X,1904,1934
strasse_historisch_2649,2649,Petzoldstraße,Kleinmünchen,"Von 1929 bis 1934 nach dem sozialdemokratischen Schriftsteller Alfons Petzold (1882-1923), heute Pestalozzistraße (siehe auch aktuelle Straßennamen)",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2649&hist=historisch,Alfons Petzold,Q1331377,,https://www.wikidata.org/wiki/Q1331377,Alfons Petzold,male,writer,1882-09-24,1923-01-25,Pestalozzistraße,M,1929,1934
strasse_historisch_2655,2655,Pferdeeisenbahnplatz,Urfahr,Vor 1889 Bezeichnung für den heutigen Hinsenkampplatz,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2655&hist=historisch,,,,,,,,,,Hinsenkampplatz,X,,1889
strasse_historisch_2656,2656,Pfitznerstraße,Waldegg,"Von 1957 bis 2023 nach dem Komponisten Hans Pfitzner (1869-1949), heute Nauheimerstraße.",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2656&hist=historisch,Hans Pfitzner,Q57358,,https://www.wikidata.org/wiki/Q57358,Hans Pfitzner,male,composer,1869-05-05,1949-05-22,Nauheimerstraße,M,1940,1945
strasse_historisch_2664,2664,Planettastraße,Lustenau,"Von 1940 bis 1945 nach dem Heeresangehörigen Otto Planetta (1899-1934), der am nationalsozialistischen Juliputsch 1934 hauptbeteiligt war, heute Hittmairstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2664&hist=historisch,Otto Planetta,Q87054,,https://www.wikidata.org/wiki/Q87054,Otto Planetta,male,politician,1899-08-02,1934-07-31,Hittmairstraße,M,1957,2023
strasse_historisch_2666,2666,Platz,Linz,"Im 15. Jahrhundert Am Platz, heute Hauptplatz",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2666&hist=historisch,,,,,,,,,,Hauptplatz,X,15. Jhdt.,
strasse_historisch_2667,2667,Platz des 12. November,Linz,"Von 1921 bis 1934 nach dem Datum der Ausrufung der Republik am 12. November 1918, heute Hauptplatz",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2667&hist=historisch,,,,,,,,,,Hauptplatz,X,1921,1934
strasse_historisch_2668,2668,Platzl,Linz,"Um 1771 Bezeichnung für die Verbreiterung der Kaisergasse bei der Abzweigung der Fabrikstraße, heute Kaisergasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2668&hist=historisch,,,,,,,,,,Kaisergasse,X,um 1771,
strasse_historisch_2669,2669,Platzl,Urfahr,"Bezeichnung für den Marktplatz Urfahr, der bis zur Umgestaltung des Urfahrer Brückenkopfes 1940 an der Ottensheimer Straße bestand.",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2669&hist=historisch,,,,,,,,,,,X,,1940
strasse_historisch_2672,2672,Pleschinger Straße,Katzbach,"Bezeichnung vor 1976, heute Further Straße (siehe auch aktuelle Straßennamen)",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2672&hist=historisch,,,,,,,,,,Further Straße,X,,1976
strasse_historisch_2673,2673,Pliemstraße,Kleinmünchen,"1942-1945 Pliemstraße nach dem beim nationalsozialistischen Putsch am 25. Juli 1934 ums Leben gekommenen Hugo Pliem, heute Simonystraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2673&hist=historisch,Hugo Pliem,,,,,,,,,Simonystraße,M,1942,1945
strasse_historisch_2679,2679,Polygonplatz,Waldegg und Lustenau,"Von 1903 bis 1934 Polygonplatz, heute Bulgariplatz",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2679&hist=historisch,,,,,,,,,,Bulgariplatz,X,1903,1934
strasse_historisch_2681,2681,Popperleiten,Linz,"Um 1825 hieß die Gegend des heutigen Taubstummeninstitutes In der Popperleiten, heute Kapuzinerstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2681&hist=historisch,,,,,,,,,,Kapuzinerstraße,X,um 1825,
strasse_historisch_2682,2682,Porscheweg,Kleinmünchen,"Von 1954 bis 2023 nach dem Autokonstrukteur Ferdinand Porsche (1875-1951), heute Wittgensteinweg.",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2682&hist=historisch,Ferdinand Porsche,Q57249,,https://www.wikidata.org/wiki/Q57249,Ferdinand Porsche,male,entrepreneur,1875-09-03,1951-01-30,Wittgensteinweg,M,1954,2023
strasse_historisch_2677,2677,Pöstlingbergstraße,Urfahr,"1902-1954 Pöstlingbergstraße, heute Petrinumstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2677&hist=historisch,,,,,,,,,,Petrinumstraße,X,1902,1954
strasse_historisch_2690,2690,Prennerpaulygassl,Linz,1815 Bezeichnung für eine vom Fritz-Lach-Weg nach Norden verlaufende Sackgasse.,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2690&hist=historisch,,,,,,,,,,Fritz-Lach-Weg,X,1815,
strasse_historisch_2691,2691,Prienstraße,Urfahr,"Von 1942 bis 1945 nach dem U-Bootkommandanten des Zweiten Weltkrieges Günther Prien (1908-1941), heute Rieglstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2691&hist=historisch,Günther Prien,Q60245,,https://www.wikidata.org/wiki/Q60245,Günther Prien,male,military personnel,1908-01-16,1941-03-07,Rieglstraße,M,1942,1945
strasse_historisch_2692,2692,Primerfeld,Linz,"Von 1815 bis 1869 hieß das Straßenstück zwischen Harrachstraße und der Eisernen Hand Oberes Primerfeld, heute Bethlehemstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2692&hist=historisch,,,,,,,,,,Bethlehemstraße,X,1815,1869
strasse_historisch_2695,2695,Pritzstraße,Kleinmünchen,Bis 1981 Bezeichnung für den östlichen Straßenast der heutigen Enenkelstraße (siehe auch aktuelle Straßennamen),https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2695&hist=historisch,,,,,,,,,,Enenkelstraße,X,,1861
strasse_historisch_2697,2697,Prokschzeile,Urfahr,"Von 1941 bis 1945 führte das Teilstück zwischen der Freistädter- und der Leonfeldner Straße diese Bezeichnung nach dem Landesleiter der NSDAP Österreichs Alfred Proksch (1891-1981), heute Teil der Linken Brückenstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2697&hist=historisch,Alfred Proksch,Q90370,,https://www.wikidata.org/wiki/Q90370,Alfred Proksch,male,politician,1891-03-08,1981-01-03,Linke Brückenstraße,M,1941,1945
strasse_historisch_2700,2700,Pruedtboden,Linz,Um 1730 Bezeichnung für den heutigen Hofberg,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2700&hist=historisch,,,,,,,,,,Hofberg,X,um 1930,
strasse_historisch_2702,2702,Prunerstiftgasse,Linz,Um 1771 Bezeichnung für die heutige Fabrikstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2702&hist=historisch,,,,,,,,,,Fabrikstraße,X,um 1771,
strasse_historisch_2706,2706,Pumpenmachergasse,Linz,1808 und 1825 Bezeichnung für die heutige Lessingstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2706&hist=historisch,,,,,,,,,,Lessingstraße,X,1808 und 1825,1869
strasse_historisch_2709,2709,Quergasse,Linz,Von 1850 bis 1869 Bezeichnung für die heutige Auerspergstraße (siehe auch aktuelle Straßenbezeichnung),https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2709&hist=historisch,,,,,,,,,,,,,
strasse_historisch_3482,3482,Querstraße,Katzbach,1925 bis 1957 Bezeichnung für die heutige Griesmayrstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3482&hist=historisch,,,,,,,,,,,X,1850.1925000000001,1869.1957
strasse_historisch_2722,2722,Rauchfangkehrergasse,Linz,"Um 1771 Lange oder Deutsche Rauchfangkehrergasse, später (ca. 1800-1869) Rauchfangkehrergasse (nach dem Haus 11), heute Bischofstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2722&hist=historisch,,,,,,,,,,Bischofstraße,X,1800,1869
strasse_historisch_2729,2729,Regnerweg,Urfahr,"Von 1940 bis 1945 nach dem beim nationalsozialistischen Putsch am 25. Juli 1934 ums Leben gekommenen SA-Mann Engelbert Regner, später (1945-1958) Vischerweg, heute Kubinweg",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2729&hist=historisch,Engelbert Regner,,,,,,,,,Kubinweg,M,1940,1945
strasse_historisch_2737,2737,Reiterstraße,St. Peter,Bestand zwischen 1929 und 1938 im heutigen Gelände der VOEST-Alpine.,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2737&hist=historisch,,,,,,,,,,,X,1929,1938
strasse_historisch_2740,2740,Rendlhofgasse,Linz,"Um 1771 führte der ehemals zur Ludlgasse verlaufender Ast der heutigen Kaisergasse diese Bezeichnung nach dem am Beginn der Ludlgasse gelegenen ehemaligen Rendlhof, heute Kaisergasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2740&hist=historisch,,,,,,,,,,Kaisergasse,X,um 1771,
strasse_historisch_2742,2742,Reslweg,Lustenau,"Von 1955 bis 2023 nach dem Linzer Volksschriftsteller und Humoristen Franz Resl (1883-1954), heute Meinhartweg.",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2742&hist=historisch,Franz Resl,Q1448684,,https://www.wikidata.org/wiki/Q1448684,Franz Resl,male,writer,1883-05-03,1954-01-06,Meinhartweg,M,1955,2023
strasse_historisch_2744,2744,Resselstraße,Urfahr,Vor 1973 kurzzeitige Bezeichnung für den heutigen Straßenzug Am Urfahraner Gewerbehof (siehe auch aktuelle Straßenbezeichnung),https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2744&hist=historisch,,,,,,,,,,Am Urfahraner Gewerbehof,X,,1973
strasse_historisch_2745,2745,Resselstraße,Urfahr,"Vom Heilhamerweg zur Freistädter Straße verlaufend, benannt 1933. Aufgelassen 1973",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2745&hist=historisch,,,,,,,,,,Freistädter Straße,X,1933,1973
strasse_historisch_2749,2749,Richthofenstraße,Waldegg,"Von 1941 bis 1945 nach dem erfolgreichen Flieger des Ersten Weltkrieges Manfred Freiherr von Richthofen (1892-1918), heute Ramsauerstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2749&hist=historisch,Manfred von Richthofen,Q4701,,https://www.wikidata.org/wiki/Q4701,Manfred von Richthofen,male,military officer,1892-05-02,1918-04-21,Ramsauerstraße,M,1941,1945
strasse_historisch_2755,2755,Ringstraße,Linz,Von 1903 bis 1945 Bezeichnung für das Straßenstück zwischen Unterer Donaulände und Keplerstraße (heute Lederergasse).,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2755&hist=historisch,,,,,,,,,,Lederergasse,X,1903,1945
strasse_historisch_2758,2758,Robert-Blum-Straße,Kleinmünchen,"Von 1929 bis 1934 nach dem radikaldemokratischen Politiker Robert Blum (1804-1848), vorher inoffiziell Linzer Straße, heute Denkstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2758&hist=historisch,Robert Blum,Q214977,,https://www.wikidata.org/wiki/Q214977,Robert Blum,male,politician,1807-11-10,1848-11-09,Denkstraße,M,1929,1934
strasse_historisch_2763,2763,Rohrauerstraße,Ebelsberg,"1932-1934 Alois-Rohrauer-Straße nach dem Begründer der Naturfreundebewegung Alois Rohrauer (1843-1923), heute Lißfeldstraße (siehe auch aktuelle Straßennamen Rohrauerweg)",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2763&hist=historisch,Alois Rohrauer,Q55860053,,https://www.wikidata.org/wiki/Q55860053,Alois Rohrauer,male,,1843-02-28,1923-12-07,Lißfeldstraße,M,1932,1934
strasse_historisch_2769,2769,Rosengasse,Linz,Von 1612 bis 1644 Bezeichnung für die heutige Herrenstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2769&hist=historisch,,,,,,,,,,Herrenstraße,X,1612,1644
strasse_historisch_2771,2771,Rosenwirtsgasse,Urfahr,"Von 1857 bis 1875 nach dem Gasthaus Zur Rose, heute Rosenstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2771&hist=historisch,,,,,,,,,,Rosenstraße,X,1857,1875
strasse_historisch_2776,2776,Rudolfplatz,Urfahr,"Von 1875 bis 1921 nach dem Kronprinzen Erzherzog Rudolf (1858-1889), heute Bernaschekplatz",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2776&hist=historisch,Kronprinz Erzherzog Rudolf,Q152923,,https://www.wikidata.org/wiki/Q152923,"Rudolf, Crown Prince of Austria",male,military officer,1858-08-21,1889-01-30,Bernaschekplatz,M,1875,1921
strasse_historisch_2784,2784,Salzamtgasse,Linz,"Um 1808 Bezeichnung für das Gassl beim Roten Krebsen, heute Hofberg",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2784&hist=historisch,,,,,,,,,,Hofberg,X,um 1808,
strasse_historisch_2785,2785,Salzburger Reichsstraße,Kleinmünchen,Von 1929 bis 1968 Bezeichnung für die heutige Salzburger Straße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2785&hist=historisch,,,,,,,,,,Salzburger Straße,X,1929,1968
strasse_historisch_2787,2787,Samesstraße,Lustenau,Von der Heizhausstraße parallel zur A7 etwa in westlicher Richtung verlaufende und nach Norden biegende Sackgasse. Benannt 1979 nach dem Heimatforscher und Lehrer an der Eisenbahnfachschule Josef Sames (1862-1945). Ab 2020 Rechbergerstraße.,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2787&hist=historisch,Josef Sames,Q55678420,,https://www.wikidata.org/wiki/Q55678420,Josef Sames,male,historian,1862-08-31,1945-07-21,Rechbergerstraße,M,1979,2020
strasse_historisch_2790,2790,Sandbachweg,Katzbach,Vor 1956 Bezeichnung für den heutigen Rotterdamweg,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2790&hist=historisch,,,,,,,,,,Rotterdamweg,X,,1956
strasse_historisch_2792,2792,Sandgstettengasse,Linz,Vor 1869 Bezeichnung für die heutige Kroatengasse,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2792&hist=historisch,,,,,,,,,,Kroatengasse,X,,1969
strasse_historisch_2796,2796,Saugasse,Linz,Um 1595 Bezeichnung für die heutige Herrenstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2796&hist=historisch,,,,,,,,,,Herrenstraße,X,um 1595,
strasse_historisch_2797,2797,Saureisstraße,Waldegg,"Von 1940 bis 1945 nach Franz Saureis (1904-1934), der am nationalsozialistischen Juliputsch 1934 beteiligt war, heute Pollheimerstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2797&hist=historisch,Franz Saureis,,,,,,,,,Pollheimerstraße,M,1940,1945
strasse_historisch_2875,2875,Schergengasse,Linz,"Von 1863 bis 1869 Bezeichnung für das Teilstück zwischen Bethlehemstraße und Harrachstraße, heute Fadingerstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2875&hist=historisch,,,,,,,,,,Rathausgasse,X,um 1710,
strasse_historisch_2882,2882,Schießstattgasse,Linz,"Von 1942 bis 1945 nach dem Laboranten Franz Seiringer (1886-1933), der als Nationalsozialist bei einer politischen Auseinandersetzung ums Leben kam, heute Schallenbergergang",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2882&hist=historisch,,,,,,,,,,,X,1730,1771
strasse_historisch_2892,2892,Schliechtlgasse,Linz,1808 und 1825 Bezeichnung für die heutige Lessingstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2892&hist=historisch,Hans Schliechtl,,,,,,,,,Bethlehemstraße,M,1895,1730
strasse_historisch_2894,2894,Schloß(berg)gasse,Linz,"Vor 1869 nach dem schon im Spätmittelalter erwähnten Siechenhaus (1535 Siechenhaus im Weingarten), heute Bauernberg",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2894&hist=historisch,,,,,,,,,,Hofgasse,X,um 1800,um 1825
strasse_historisch_2896,2896,Schloßgarten,Linz,"Von 1825 bis 1869 Bezeichnung für das Teilstück zwischen Guglauffahrt und Wurmgasse, heute Hopfengasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2896&hist=historisch,,,,,,,,,,,X,,
strasse_historisch_2897,2897,Schloßstraße,Ebelsberg,"Von der Salzburger Straße zur Brunnenfeldstraße verlaufend. Benannt 1929 nach dem Haslacher Bäcker David Spatt, einem Feldhauptmann der Mühlviertler Bauern im Aufstand des Jahres 1626, der am 23. April 1627 in Linz hingerichtet wurde. Gelöscht 1984.",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2897&hist=historisch,,,,,,,,,,Ebelsberger Schloßweg,X,,1954
strasse_historisch_2899,2899,Schmidgassen,Linz,"Vor 1439 nach dem Bürgerspital, heute Bethlehemstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2899&hist=historisch,,,,,,,,,,Domgasse,X,1612,1710
strasse_historisch_2908,2908,Schönererstraße,Urfahr,"Von 1825 bis 1869 Bezeichnung des Raumes zwischen Bethlehem-, Harrach- und Fadingerstraße, heute Bethlehemstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2908&hist=historisch,Georg von Schönerer,Q112005,,https://www.wikidata.org/wiki/Q112005,Georg Ritter von Schönerer,male,politician,1842-07-17,1921-08-14,Weigunystraße,M,1940,1945
strasse_historisch_2912,2912,Schossergasse,Kleinmünchen,"Neue Spitzfeldgasse, von 1815 bis 1869 Bezeichnung für den östlichen Teil der heutigen Harrachstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2912&hist=historisch,Anton Schosser,Q593939,,https://www.wikidata.org/wiki/Q593939,Anton Schosser,male,writer,1801-06-07,1849-07-26,Munschgasse,M,1934,1958
strasse_historisch_2921,2921,Schuhmeierstraße,Linz,"Bis 1950 inoffiziell nach dem ehemaligen Bahnhof der Pferdeeisenbahn Budweis-Linz-Gmunden bezeichnet, heute Marktplatz",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2921&hist=historisch,Franz Schuhmeier,Q1031252,,https://www.wikidata.org/wiki/Q1031252,Franz Schuhmeier,male,writer,1864-07-11,1913-02-11,Böhmerwaldstraße,M,1932,1934
strasse_historisch_2923,2923,Schulgasse,Ebelsberg,Um 1710 Bezeichnung für die heutige Rathausgasse,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2923&hist=historisch,,,,,,,,,,Marktmühlgasse,X,,1954
strasse_historisch_2924,2924,Schulplatz,Urfahr,"1730-1771 Schießstattgasse für den westlichen Teil der heutigen Fabrikstraße bis zur Kaserngasse, benannt nach der östlich der Kaserngasse gelegenen städtischen Schießstätte im Wörth (1640-1755)",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2924&hist=historisch,,,,,,,,,,Hinsenkampplatz,X,1889,1910
strasse_historisch_2920,2920,Schützenstraße,Linz,"Von 1595 bis 1730 vermutlich nach dem 1535 bezeugten Hausbesitzer Hans Schliechtl, heute Bethlehemstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2920&hist=historisch,,,,,,,,,,Südtirolerstraße,X,1869,1931
strasse_historisch_2804,2804,"Seilerstätte, Seilergäßchen",Linz,"Um 1800 (Schlossgasse) und 1825 (Schloßberggasse) Bezeichnungen für das steile Straßenstück zwischen Altstadt und Schloss, heute Hofgasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2804&hist=historisch,,,,,,,,,,Fadingerstraße,X,1863,1869
strasse_historisch_2805,2805,Seiringergang,Waldegg,Frühe Bezeichnung für den heutigen Tummelplatz,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2805&hist=historisch,Franz Seiringer,,,,,,,,,Schallenbergergang,M,1942,1945
strasse_historisch_2811,2811,Sesselmachergasse,Linz,Vor 1954 Bezeichnung für den heutigen Ebelsberger Schloßweg,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2811&hist=historisch,,,,,,,,,,Lessingstraße,X,1808,1825
strasse_historisch_2813,2813,Siecherbauernberg,Linz,Von 1612 bis 1710 Bezeichnung für die heutige Domgasse,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2813&hist=historisch,,,,,,,,,,Bauernberg,X,,1869
strasse_historisch_2814,2814,Siecherbauernleiten,Linz,"Von 1940 bis 1945 nach dem Führer der Deutschnationalen Österreichs Georg von Schönerer (1842-1921), heute Weigunystraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2814&hist=historisch,,,,,,,,,,Hopfengasse,X,1825,1869
strasse_historisch_2826,2826,Spattstraße,Kleinmünchen,"Von 1934 bis 1958 nach dem Mundartdichter Anton Schosser (1801-1849), heute Munschgasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2826&hist=historisch,David Spatt,,,,,,,,,,M,1929,1984
strasse_historisch_2836,2836,Spitalgasse,Linz,"Von 1932 bis 1934 nach dem Wiener sozialdemokratischen Parteiführer Franz Schuhmeier (1864-1913), heute Böhmerwaldstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2836&hist=historisch,,,,,,,,,,Bethlehemstraße,X,,1439
strasse_historisch_2838,2838,Spitzfeld,Linz,"Bestand bis 1954, wurde dann in die Marktmühlgasse einbezogen.",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2838&hist=historisch,,,,,,,,,,Bethlehemstraße,X,1825,1869
strasse_historisch_2839,2839,Spitzfeldgasse,Linz,Von 1889 bis 1910 Bezeichnung für den heutigen Hinsenkampplatz,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2839&hist=historisch,,,,,,,,,,Neue Spitzfeldgasse,X,1815,1869
strasse_historisch_2939,2939,Stadlbauererstraße,Urfahr,Von 1869 bis 1931 Bezeichnung für die heutige Südtirolerstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2939&hist=historisch,,,,,,,,,,Aubergstraße,X,1892,1901
strasse_historisch_2945,2945,Starhembergplatz,Urfahr,Von 1892 bis 1901 Bezeichnung für den mittleren Teil der heutigen Aubergstraße (siehe auch aktuelle Straßennamen),https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2945&hist=historisch,Ernst Rüdiger Graf Starhemberg,Q78664,,https://www.wikidata.org/wiki/Q78664,Ernst Rüdiger Starhemberg,male,politician,1899-05-10,1959-03-15,Bernaschekplatz,M,1934,1938
strasse_historisch_2956,2956,Stelzerfeldstraße,Pöstlingberg,"Von 1934 bis 1938 nach dem Heimwehrführer Ernst Rüdiger Graf Starhemberg (1899-1956), heute Bernaschekplatz",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2956&hist=historisch,,,,,,,,,,Stockholmweg,X,1955,1956
strasse_historisch_2959,2959,Sternbauerstraße,St. Peter,"Von 1955 bis 1956 nach einem Flurnamen, heute Stockholmweg",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2959&hist=historisch,,,,,,,,,,Gaisbergerstraße,X,1929,1984
strasse_historisch_2968,2968,Stiftsgasse,Linz,Ursprünglich östlich der Westbahn auf der Höhe der Neuen Welt beginnend und etwa in südöstlicher Richtung zur Gaisbergerstraße verlaufend. Benannt 1929 nach einem Flurnamen. Gelöscht 1984,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2968&hist=historisch,,,,,,,,,,Prunerstraße,X,um 1825,
strasse_historisch_2969,2969,Stiglitzgasse,Linz,Um 1825 Bezeichnung für die heutige Prunerstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2969&hist=historisch,,,,,,,,,,Tummelplatz,X,1456,1869
strasse_historisch_2972,2972,Stockhoffeldgasse,Linz,"Von 1456 bis 1869 Bezeichnung für die Verbindung zur Altstadt, heute Tummelplatz",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2972&hist=historisch,,,,,,,,,,Gärtnerstraße,X,,1869
strasse_historisch_2847,2847,Straße der Sudetendeutschen,Linz,Vor 1869 Bezeichnung für die heutige Gärtnerstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2847&hist=historisch,,,,,,,,,,Böhmerwaldstraße,X,1938,1945
strasse_historisch_2849,2849,Straßerau,Linz und Lustenau,Von 1938 bis 1945. Die NS-Propaganda wollte damit an den Kampf der Deutschen unter der tschechischen Herrschaft erinnern. Heute Böhmerwaldstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2849&hist=historisch,,,,,,,,,,,X,,
strasse_historisch_2850,2850,Straßfelden,Linz,Einstmals inoffizielle Bezeichnung des linken unteren Teiles der Unteren Donaulände (siehe auch aktuelle Straßennamen),https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2850&hist=historisch,,,,,,,,,,Landstraße,X,16. Jhdt.,17. Jhdt.
strasse_historisch_2841,2841,Südbahnhof,Linz,siehe aktueller Straßenname Landstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2841&hist=historisch,,,,,,,,,,Marktplatz,X,,1950
strasse_historisch_2992,2992,Theaterplatz,Linz,Vor 1869 Bezeichnung für die heutige Promenade,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2992&hist=historisch,,,,,,,,,,Promenade,X,,1869
strasse_historisch_2993,2993,Theresienstraße,Urfahr,"Von 1892 bis 1903 nach Kaiserin Maria Theresia (1717-1780), heute Schratzstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2993&hist=historisch,,,,,,,,,,Schratzstraße,W,1892,1903
