id,quell_id,name,katastralgemeinde,beschreibung,detail_url,strasse_wikidata_id,strasse_wikidata_url,benannt_nach,person_wikidata_id,weitere_person_wikidata_ids,person_wikidata_url,person_name,person_geschlecht,person_beruf,person_geburtsdatum,person_sterbedatum
strasse_3224,3224,Gruentalerstraße,Waldegg,"Vor dem Objekt Landwiedstraße 61 vorerst etwa in ostnordöstlicher, dann in nördlicher Richtung zur Preglstraße verlaufend. Benannt 1958 nach einem alten Linzer Adelsgeschlecht, das mit Koloman Gruentaler in der 1. Hälfte des 16. Jahrhunderts einen Bürgermeister stellte.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3224,,,,,,,,,,,
strasse_3220,3220,Grünauerstraße,Lustenau,Nach dem Objekt Khevenhüllerstraße 27 etwa in nordöstlicher Richtung zur Kinderspitalstraße verlaufend. Benannt 1874 nach dem Grünauerhof in der Lustenau.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3220,,,,,,,,,,,
strasse_3225,3225,Grundbachweg,Waldegg,"Von der Hummelhofstraße etwa in südwestlicher Richtung mit einer Unterbrechung zur Landwiedstraße verlaufend. Benannt 1958 nach dem gleichnamigen, in diesem Bereich kanalisierten Bach.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3225,,,,,,,,,,,
strasse_3221,3221,Gründbergstraße,Pöstlingberg,"Nach dem Objekt Leonfeldner Straße 133 vorerst etwa in nordwestlicher, dann etwa in nördlicher Richtung entlang des Höllmühlbaches zur Stadtgrenze mit Lichtenberg verlaufend. Benannt 1929 nach der gleichnamigen Konskriptionsortschaft. - Ab 1926 Höllmühlstraße.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3221,,,,,,,,,,,
strasse_3226,3226,Gstöttnerhofstraße,Urfahr,Nach dem Objekt Freistädter Straße 16 etwa in südsüdöstlicher Richtung zur Blütenstraße verlaufend. Benannt 1901 nach dem gleichnamigen Bauernhof. - Vorher Bahnweg nach der Trasse der ehemaligen Pferdeeisenbahn Linz-Budweis.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3226,,,,,,,,,,,
strasse_3229,3229,Guggenbichlerstraße,Urfahr,Vom Heilhamerweg etwa in nordwestlicher Richtung zur Freistädter Straße verlaufend. Benannt 1943 nach dem Barockbildhauer Meinrad Guggenbichler (1649-1723).,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3229,,,Meinrad Guggenbichler,Q1291454,,https://www.wikidata.org/wiki/Q1291454,Johann Meinrad Guggenbichler,male,painter,1649-04-17,1723-05-10
strasse_3227,3227,Güntherstraße,Urfahr,"Von der Hoppichlerstraße etwa in nordwestlicher Richtung zur Höchsmannstraßeverlaufend. Benannt 1904 nach dem Schlossermeister Leopold Günther (1820-1902), der eine großzügige Armenpfründe errichtete.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3227,,,Leopold Günther,,,,,,,,
strasse_3228,3228,Gürtelstraße,Lustenau,"Vom Bulgariplatz etwa in nordöstlicher Richtung zur Raimundstraße verlaufend. Benannt 1899. Sie sollte Teil einer nach dem Generalregulierungsplan von 1888 geplanten äußeren Ostumfahrung um die Stadt werden, der man den Namen nach dem Wiener Vorbild gab.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3228,,,,,,,,,,,
strasse_3233,3233,Gußhausgasse,Urfahr,Nach dem Objekt Rudolfstraße 55 etwa in südöstlicher Richtung zur Zellerstraße verlaufend. Benannt 1875 nach der dort ehemals bestehenden Eisengießerei des Anton Lange.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3233,,,,,,,,,,,
strasse_3234,3234,Gutenbergstraße,Kleinmünchen,"Nach dem Objekt Wimmerstraße 9 etwa in südsüdöstlicher Richtung zur Denkstraße verlaufend. Benannt 1940 nach dem Erfinder der Buchdruckerkunst Johann Gutenberg (1400-1468), der eigentlich Johann Gensfleisch zur Laden hieß.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3234,,,Johann Gutenberg,Q8958,,https://www.wikidata.org/wiki/Q8958,Johannes Gutenberg,male,inventor,1400-01-01,
strasse_1896,1896,Haager Straße,Waldegg,Vor dem Objekt Thürheimerstraße 31 mit einer Unterbrechung etwa in südsüdöstlicher Richtung zur Meggauerstraße verlaufend. Benannt 1953 nach der auf Leondinger Stadtgebiet jenseits der Pyhrnbahn liegenden Ortschaft Haag.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1896,,,,,,,,,,,
strasse_1899,1899,Habichtweg,Pichling,Nach dem Objekt Rathfeldstraße 66 etwa in südwestlicher Richtung verlaufende Sackgasse. Benannt 1981 nach der einheimischen Vogelart.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1899,,,,,,,,,,,
strasse_1900,1900,Hackhlstraße,Waldegg,"Nach dem Objekt Landwiedstraße 66 etwa in westsüdwestlicher Richtung zur Hohenfurterstraße verlaufend. Benannt 1959 nach Christoph Hackhl von Lustenfelden (gest. um 1577), dem Besitzer des Freisitzes Lustenfelden.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1900,,,Christoph Hackhl von Lustenfelden,,,,,,,,
strasse_1903,1903,Haerdtlstraße,Urfahr,Vom Heilhamerweg etwa in nordwestlicher Richtung zur Prager Straße verlaufend. Benannt 1904 nach dem Landtagsabgeordneten und Gemeindeausschußmitglied von Urfahr Landesgerichtsrat Camillo Haerdtl (1854-1896).,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1903,,,Camillo Haerdtl,,,,,,,,
strasse_1904,1904,Hafenstraße,Lustenau,"Als Fortsetzung der Unteren Donaulände von der Straßerau vorerst etwa in nordöstlicher, dann in ostnordöstlicher Richtung zur Industriezeile verlaufend. Benannt 1903 nach dem ehemaligen Winterhafen, dem heutigen Schutzhafen Linz.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1904,Q61453924,https://www.wikidata.org/wiki/Q61453924,,,,,,,,,
strasse_1905,1905,Hafferlstraße,Linz,"Nach dem Objekt Landstraße 60 etwa in westsüdwestlicher Richtung zur Seilerstätte verlaufend. Benannt um 1810 nach dem Kaufmann und Tuchfabrikanten Karl Anton Hafferl (gest. 1821), der an diesem Straßenzug eine Tuchfabrik besaß.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1905,,,Karl Anton Hafferl,,,,,,,,
strasse_1907,1907,Hafnerstraße,Linz,"Nach dem Objekt Baumbachstraße 5 etwa in südlicher Richtung zur Wurmstraße verlaufend. Altbenannt nach dem Hafnergewerbe in dieser Straße. - 1730 Zwergfeldgasse (zwerg, zwerch = quer) für den Teil bis zur Stifterstraße. 1781 Hafnergasse für den Teil zwischen Stifter- und Wurmstraße.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1907,,,,,,,,,,,
strasse_1910,1910,Hagenstraße,"Urfahr, Pöstlingberg","Nach dem Objekt Rudolfstraße 50 etwa in westnordwestlicher Richtung zum Schablederweg verlaufend. Benannt 1875 nach dem Schloß Hagen (1963 abgebrochen), das bereits Anfang des 15. Jahrhunderts als Gut ""Im Haken"" erwähnt ist.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1910,,,,,,,,,,,
strasse_1912,1912,Hahnengasse,Linz,Nach dem Objekt Hofgasse 9 im Bogen in südlicher bzw. westlicher Richtung zum Straßenzug Altstadt verlaufend. Altbenannt. Herkunft des Namens ungeklärt. - 1710 Hannegäßl. 1730 Hannengaßen. 1800 Hannagaßl. 1825 Hahnengasse.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1912,,,,,,,,,,,
strasse_1914,1914,Haiderstraße,Kleinmünchen,"Nach dem Objekt Dauphinestraße 151 etwa in südlicher Richtung zum Flötzerweg verlaufend. Benannt 1945 nach dem sozialdemokratischen Eisenbahnbediensteten Ludwig Haider (geb. 1885), der 1945 im Konzentrationslager Mauthausen ermordet wurde. - Ab 1943 Borsigstraße nach dem Maschinenbauer August Borsig (1804-1854).",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1914,,,Ludwig Haider,,,,,,,,
strasse_1916,1916,Hainbuchenweg,Kleinmünchen,Nach dem Objekt Siemensstraße 60 etwa in westlicher Richtung verlaufend. Benannt 1958 nach der einheimischen Baumart.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1916,,,,,,,,,,,
strasse_1919,1919,Hallestraße,Kleinmünchen,Von der Auwiesenstraße etwa in südlicher Richtung verlaufende Sackgasse. Benannt 1980 nach der Partnerstadt Halle an der Saale in Deutschland.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1919,,,,,,,,,,,
strasse_1920,1920,Hamerlingstraße,Lustenau,Nach dem Objekt Wiener Straße 33 etwa in ostnordöstlicher bzw. östlicher Richtung zur Lastenstraße verlaufend. Benannt 1897 nach dem Dichter Robert Hamerling (1830-1889).,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1920,,,Robert Hamerling,Q79088,,https://www.wikidata.org/wiki/Q79088,Robert Hamerling,male,poet,1830-03-24,1889-07-13
strasse_1921,1921,Hamoderstraße,Waldegg,Nach dem Objekt Feilstraße 5 etwa in südsüdöstlicher Richtung zur Eichendorffstraße verlaufend. Benannt 1965 nach dem ehemals in der Nähe gelegenen gleichnamigen Bauernhof.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1921,,,,,,,,,,,
strasse_1922,1922,Handel-Mazzetti-Straße,Linz,Nach dem Objekt Waldeggstraße 17 etwa in südöstlicher Richtung zur Weingartshofstraße verlaufend. Benannt 1930 nach der Dichterin und Ehrenbürgerin Enrica von Handel-Mazzetti (1871-1955).,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1922,,,Enrica von Handel-Mazzetti,Q112388,,https://www.wikidata.org/wiki/Q112388,Enrica von Handel-Mazzetti,female,writer,1871-01-10,1955-04-08
strasse_1902,1902,Händelstraße,Waldegg,Nach dem Objekt Roseggerstraße 75 etwa in östlicher Richtung zum Minnesängerplatz verlaufend. Benannt 1940 nach dem Komponisten Georg Friedrich Händel (1685-1759).,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1902,,,Georg Friedrich Händel,Q7302,,https://www.wikidata.org/wiki/Q7302,George Frideric Handel,male,composer,1685-02-23,1759-04-14
strasse_1924,1924,Hanriederstraße,Waldegg,"Nach dem Objekt Sophiengutstraße 17 vorerst etwa in südlicher, dann in südwestlicher Richtung zur Kudlichstraße verlaufend. Benannt 1914 nach dem oberösterreichischen Mundartdichter und Pfarrer zu Putzleinsdorf Norbert Hanrieder (1842-1913).",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1924,,,Norbert Hanrieder,Q1996827,,https://www.wikidata.org/wiki/Q1996827,Norbert Hanrieder,male,writer,1842-06-02,1913-10-14
strasse_1925,1925,Hanuschstraße,Waldegg,"Gegenüber dem Objekt Unionstraße 68 etwa in südlicher Richtung zur Hatschekstraße verlaufend. Bis 1962 auf der Trasse der A7 bis zur Salzburger Straße führend. Benannt 1964 nach dem Schöpfer der modernen österreichischen Sozialgesetzgebung, dem Staatssekretär im Staatsamt für Soziale Verwaltung Ferdinand Hanusch (1866-1923). Von 1945 bis 1964 nach dem Hafner Ferdinand Hanusch (geb. 1905) benannt, der 1945 im Konzentrationslager Mauthausen ermordet wurde. - 1941 Dr.-Todt-Straße nach dem deutschen Reichsminister für Bewaffnung und Munition Fritz Todt (1891-1942). - Das Straßenstück zwischen Unionstraße und dem 1944 zerbombten Zehetnerhof (in der Nähe des Hummelhofwaldes) war bis 1954 Teil der 1913 benannten Niedernharter Straße.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1925,,,Ferdinand Hanusch,Q688666,,https://www.wikidata.org/wiki/Q688666,Ferdinand Hanusch,male,politician,1866-11-09,1923-09-28
strasse_3462,3462,Harald-Renner-Platz,Linz,Der Platz vor dem Kulturzentrum KAPU (Kapuzinerstraße 36) wird 2018 nach dem Musiker und Mitbegründer des Kulturzentrums Harald Renner (1966-2018) benannt.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3462,,,Harald Renner,,,,,,,,
strasse_1926,1926,Harbacher Straße,"Urfahr, Pöstlingberg",Nach dem Objekt Leonfeldner Straße 75a etwa in westlicher Richtung zum Bachlbergweg verlaufend. Benannt 1926 nach der Ortschaft Harbach.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1926,,,,,,,,,,,
strasse_1799,1799,Harrachstraße,Linz,"Nach dem Objekt Landstraße 31 etwa in östlicher Richtung zur Eisenhandstraße verlaufend. Benannt 1869 nach dem Adelsgeschlecht der Harrach, dessen Mitglied Franz Anton Graf von Harrach, Erzbischof von Salzburg, eine Deutschordenskommende in Linz gründete und dazu das in dieser Straße stehende heutige Priesterseminarhaus samt Kirche errichten ließ. - 1612 Gasse vom Kreuz gegen das Puechfeld. 1730 Carmelitergasse. 1800 In der Harrach. 1815 Neue Spitzfeldgasse für den östlichen Teil.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1799,Q106635007,https://www.wikidata.org/wiki/Q106635007,Franz Anton Graf von Harrach,Q106203587,,https://www.wikidata.org/wiki/Q106203587,Franz Anton Nikolaus Karl Graf von Harrach,male,large estate owner,1720-01-13,1768-09-15
strasse_1930,1930,Harrerweg,Kleinmünchen,Von der Kreiskystraße etwa in südwestlicher Richtung zur Auwiesenstraße (Nebenfahrbahn) verlaufend. Benannt 1992 nach der sozialdemokratischen Landtagsabgeordneten und Gewerkschaftsfunktionärin Elfriede Harrer (1953-1986).,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1930,,,Elfriede Harrer,Q43688948,,https://www.wikidata.org/wiki/Q43688948,Elfriede Harrer-Friesenbichler,female,politician,1953-12-26,1986-12-09
strasse_1931,1931,Harruckerstraße,Urfahr,"Nach dem Objekt Leonfeldner Straße 24c vorerst in östlicher, dann in nordöstlicher Richtung zur Linken Brückenstraße verlaufend. Benannt 1945 nach dem Mühlviertler Bauernsohn und Mitstreiter Prinz Eugens Johann Georg Freiherr von Harrucker (1674-1742). - Ab 1942 Möldersstraße nach dem Jagdflieger des 2. Weltkrieges Oberst Werner Mölders.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1931,,,Johann Georg Freiherr von Harrucker,,,,,,,,
strasse_1932,1932,Hartheimerstraße,Ebelsberg,"Von der Wambacher Straße etwa in westlicher Richtung zur Florianer Straße verlaufend. Benannt 1958 nach einem Adelsgeschlecht, das in Ebelsberg begütert war. 1985 Änderung der Bezeichnung von Hartheimerweg in Hartheimerstraße.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1932,,,,,,,,,,,
strasse_1933,1933,Hasbergersteig,Katzbach,Vor dem Objekt Magdalenastraße 45 etwa in nördlicher bzw. nordnordwestlicher Richtung zum Ödmühlweg verlaufend. Benannt 1958 nach einem Bauerngut.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1933,,,,,,,,,,,
strasse_1934,1934,Haselbachstraße,Katzbach,Nach dem Objekt Leonfeldner Straße 204 etwa in östlicher Richtung zur Klausenbachstraße verlaufend. Benannt 1939 nach dem gleichnamigen Bach.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1934,,,,,,,,,,,
strasse_1800,1800,Haselgrabenweg,"Katzbach, Pöstlingberg",Vor dem Objekt Ferdinand-Markl-Straße 33 etwa in nordnordwestlicher Richtung zur Leonfeldner Straße verlaufend. Benannt 1939 nach der gleichnamigen Konskriptionsortschaft.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1800,,,,,,,,,,,
strasse_1801,1801,Hasnerstraße,Waldegg,"Nach dem Objekt Wiener Straße 48 etwa in westsüdwestlicher, dann in westnordwestlicher Richtung zur Unionstraße verlaufend. Benannt 1899 nach dem liberalen Unterrichtsminister Leopold Ritter von Hasner-Artha (1818-1891), dem Schöpfer des Reichsvolksschulgesetzes von 1869.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1801,,,Leopold Ritter von Hasner-Artha,Q78824,,https://www.wikidata.org/wiki/Q78824,Leopold Hasner von Artha,male,pedagogue,1818-03-15,1891-06-05
strasse_1802,1802,Hatschekstraße,Waldegg,"Von der Hanuschstraße in westlicher Richtung zur Ramsauerstraße verlaufend. Benannt 1945 nach dem Erfinder des Eternits und Ehrenbürger der Stadt Linz Ludwig Hatschek (1856-1914), dem Schöpfer der Bauernberganlagen. - 1941 Kruppstraße nach der in Deutschland ansässigen Industriellenfamilie.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1802,,,Ludwig Hatschek,Q1874503,,https://www.wikidata.org/wiki/Q1874503,Ludwig Hatschek,male,industrialist,1856-10-09,1914-07-15
strasse_1803,1803,Hauchlhamer Weg,Katzbach,"Nach dem Objekt Freistädter Straße 226 b etwa in südöstlicher, dann in ostnordöstlicher Richtung zum Haselbach verlaufende Sackgasse. Benannt 1954 nach der ursprünglichen Bezeichnung für Heilham.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1803,,,,,,,,,,,
strasse_1804,1804,Hauderweg,Ebelsberg,Von der Kremsmünsterer Straße etwa in südöstlicher Richtung zur Postlstraße verlaufend. Benannt 1969 nach dem Ebelsberger Bürgermeister Johann Hauder (1893-1964).,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1804,,,Johann Hauder,,,,,,,,
strasse_1805,1805,Haunspergerstraße,Waldegg,"Nach dem Objekt Kefergutstraße 35 etwa in nördlicher Richtung zur Hummelhofstraße verlaufend. Benannt 1964 nach dem Adelsgeschlecht der Haunsperger, von denen Linz zu Beginn des 13. Jahrhunderts an die Babenberger kam.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1805,,,,,,,,,,,
strasse_1806,1806,Hauptplatz,Linz,"Stadtmittelpunkt, im 13. Jahrhundert entstanden. Benannt 1945. - 1338 An dem Markt. Die nördliche, ursprünglich zur Donau abfallende Seite hieß 1439 Heubühel. Im 15. Jahrhundert Am Platz. Später Großer Platz. Seit etwa 1800 Hauptplatz. 1873 Franz-Josephs-Platz nach Kaiser Franz Joseph I. 1921 Platz des 12. November nach dem Datum der Ausrufung der Republik am 12. November 1918. 1934 wiederum Franz-Joseph-Platz. 1938 Adolf-Hitler-Platz nach Adolf Hitler (1889-1945).",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1806,Q1589564,https://www.wikidata.org/wiki/Q1589564,,,,,,,,,
strasse_1807,1807,Hauptstraße,Urfahr,Von der Nibelungenbrücke etwa in nordnordwestlicher Richtung zur Freistädter Straße verlaufend. Benannt 1875. - Vorher (schon seit 1586) Urfahrgasse.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1807,,,,,,,,,,,
strasse_1808,1808,Hauschildweg,Kleinmünchen,Nach dem Objekt Neubauzeile 79 etwa in südsüdöstlicher Richtung verlaufende Sackgasse. Benannt 1954 nach dem Gründer des ersten Schrebervereines (1866) Ernst Innozenz Hauschild (1808-1866).,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1808,,,Ernst Innozenz Hauschild,Q1358811,,https://www.wikidata.org/wiki/Q1358811,Ernst Innozenz Hauschild,male,pedagogue,1808-11-01,1866-08-05
strasse_1809,1809,Hausengutweg,Katzbach,Nach dem Objekt Linzer Straße 27 etwa in westlicher Richtung verlaufende Sackgasse. Benannt 1957 nach einem Bauerngut.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1809,,,,,,,,,,,
strasse_1810,1810,Hauserstraße,Urfahr,"Von der Harbacher Straße vorerst etwa in südlicher, dann in westlicher Richtung verlaufende Sackgasse. Benannt 1945 nach Landeshauptmann Johann Nepomuk Hauser 1866-1927. - Ab 1942 Moosbauerstraße nach dem Passauer NS-Oberbürgermeister Max Moosbauer.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1810,,,Johann Nepomuk Hauser,Q89817,,https://www.wikidata.org/wiki/Q89817,Johann Nepomuk Hauser,male,politician,1866-03-24,1927-02-08
strasse_3417,3417,Haushoferstraße,Waldegg,Vom Bulgariplatz etwa in südwestlicher Richtung zur Reuchlinstraße verlaufend. Benannt 2001 nach der Schriftstellerin Marlen Haushofer (1920-1970).,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3417,,,Marlen Haushofer,Q112929,,https://www.wikidata.org/wiki/Q112929,Marlen Haushofer,female,writer,1920-04-11,1970-03-21
strasse_1811,1811,Hausleitnerweg,"Kleinmünchen, Waldegg","Nach dem Objekt Glimpfingerstraße 5 etwa in südwestlicher Richtung bis zur A7 verlaufende Sackgasse. Benannt 1929 nach dem Bauernführer Hans Hausleitner, der am 26. März 1627 auf dem Hauptplatz enthauptet wurde.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1811,,,Hans Hausleitner,,,,,,,,
strasse_1812,1812,Haydnstraße,Kleinmünchen,Nach dem Objekt Spaunstraße 63 etwa in südsüdöstlicher Richtung zur Salzburger Straße verlaufend. Benannt 1929 nachdem Komponisten Joseph Haydn (1732-1809).,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1812,Q107404824,https://www.wikidata.org/wiki/Q107404824,Joseph Haydn,Q7349,,https://www.wikidata.org/wiki/Q7349,Joseph Haydn,male,composer,1732-03-31,1809-05-31
strasse_1813,1813,Hayekstraße,Katzbach,Nach dem Objekt Freistädter Straße 436 etwa in südlicher Richtung zur Further Straße verlaufend. Benannt 1993 nach dem Wirtschaftswissenschafter und Nobelpreisträger Friedrich August von Hayek (1899-1992).,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1813,,,Friedrich August von Hayek,Q1325,,https://www.wikidata.org/wiki/Q1325,Friedrich Hayek,male,economist,1899-05-14,1992-03-23
strasse_1814,1814,Hazodstraße,Katzbach,Nach dem Objekt Leonfeldner Straße 220 etwa in östlicher Richtung zum Haselgrabenweg verlaufend. Benannt 1992 nach dem Maler Johann Hazod (1897-1981).,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1814,,,Johann Hazod,Q21672554,,https://www.wikidata.org/wiki/Q21672554,Johann Hazod,male,painter,1897-03-30,1981-07-30
strasse_1815,1815,Hebenstreitstraße,Waldegg,"Von der Kuefsteinerstraße vorerst etwa in südlicher, dann in westlicher Richtung verlaufende S-förmige Sackgasse. Benannt 1963 nach der im 17. Jahrhundert bedeutenden Familie Hebenstreit, die mit Ludwig Hebenstreit 1622 und 1635-1637 den Bürgermeister sowie weitere Ratsmitglieder stellte.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1815,,,,,,,,,,,
strasse_1816,1816,Hechtweg,Posch,"Der Weg beginnt vor dem Objekt Traundorfer Straße 147, verläuft zunächst in nördlicher Richtung, teilt sich dann in einen östlichen und einen westlichen Ast. Beide Straßenteile enden als Sackgasse . Benannt 1958 nach der einheimischen Fischart.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1816,,,,,,,,,,,
strasse_3445,3445,Heideckerweg,Pichling,Vom Henriette-Haill-Weg ausgehende und u-förmig wieder zu diesem zurückführende Verkehrsfläche. Benannt 2011 nach der Linzer Architektin Gabriele Heidecker (1961-2008).,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3445,,,Gabriele Heidecker,Q107405819,,https://www.wikidata.org/wiki/Q107405819,Gabriele Heidecker,female,architect,1961-01-01,2008-04-14
strasse_1817,1817,Heiderosenweg,Kleinmünchen,Vom Spindelbaumweg etwa in ostnordöstlicher Richtung zum Angererhofweg verlaufend. Benannt 1958 nach der einheimischen Pflanzenart.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1817,,,,,,,,,,,
strasse_1819,1819,Heilhamer Straße,Urfahr,Nach dem Objekt Linke Brückenstraße 4 etwa in nordöstlicher Richtung zur Guggenbichlerstraße verlaufend. Benannt 1943 nach der gleichnamigen Konskriptionsortschaft.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1819,,,,,,,,,,,
strasse_1820,1820,Heilhamer Weg,Urfahr,Vor dem Objekt Linke Brückenstraße 2 etwa in nordöstlicher Richtung zur Guggenbichlerstraße verlaufend. Benannt 1905 nach der gleichnamigen Konskriptionsortschaft.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1820,,,,,,,,,,,
strasse_1821,1821,Heimlhofstraße,Lustenau,"Nach dem Objekt Petzoldstraße 39 etwa in ostnordöstlicher Richtung verlaufende Sackgasse, durch die Trasse der A7 unterbrochen. Ursprünglich von der Holzstraße ausgehend. Benannt 1946 nach dem Heimlhof, der nach seinem Neubau um 1750 als Posthof bezeichnet wurde.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1821,,,,,,,,,,,
strasse_1822,1822,Heindlstraße,Urfahr,Von der Heilhamer Straße etwa in nordwestlicher Richtung zur Freistädter Straße verlaufend. Benannt 1943 nach dem oberösterreichischen Barockmaler Wolfgang Andreas Heindl (1693-1757).,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1822,,,Wolfgang Andreas Heindl,Q115075,,https://www.wikidata.org/wiki/Q115075,Wolfgang Andreas Heindl,male,painter,1693-01-01,1757-07-28
strasse_1823,1823,Heinrich-Gleißner-Promenade,Urfahr,Zwischen Nibelungenbrücke und Eisenbahnbrücke etwa in nordöstlicher Richtung entlang des Urfahrer Jahrmarktgeländes verlaufender Donauufer-Begleitweg. Benannt 1992 nach dem Staatssekretär und Landeshauptmann Heinrich Gleißner (1893-1984).,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1823,,,Heinrich Gleißner,Q1597358,,https://www.wikidata.org/wiki/Q1597358,Heinrich Gleißner,male,politician,1893-01-26,1984-01-18
strasse_1824,1824,Heinrich-Kandl-Weg,Ebelsberg,Von der Hartheimerstraße etwa in südsüdöstlicher Richtung verlaufende Sackgasse. Benannt 1985 nach dem Arbeiterkammerpräsidenten Heinrich Kandl (1875-1968).,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1824,,,Heinrich Kandl,Q1420087,,https://www.wikidata.org/wiki/Q1420087,Heinrich Kandl,male,politician,1875-07-15,1968-12-30
strasse_1826,1826,Heizhausstraße,Lustenau,Nach dem Objekt Raimundstraße 48 etwa in südsüdöstlicher Richtung zur Oberfeldstraße verlaufend. Benannt 1921 nach den an diesem Straßenzug situierten Heizhäusern der Bundesbahn.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1826,,,,,,,,,,,
strasse_3407,3407,Heliosallee,"Ufer, Posch","Von der Kreuzung Mossfelderstraße-Traundorfer Straße vorerst in nordöstlicher, beim Lunaplatz in östlicher und dann in südöstlicher Richtung zur Bremenstraße verlaufend. Benannt 2002 nach dem griechischen Sonnengott Helios.",https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3407,,,,,,,,,,,
strasse_1827,1827,Helletzgruberstraße,Lustenau,Nach dem Objekt Ebenhochstraße 21 etwa in ostnordöstlicher Richtung zur Ing.-Stern-Straße verlaufend. Benannt 1934 nach dem Landtagsabgeordneten und Vizebürgermeister Josef Helletzgruber (1856-1915). - Ab 1931 Johann-Neander-Straße nach dem Mitbegründer der Sozialdemokratischen Partei Oberösterreichs Johann Neander.,https://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=1827,,,Josef Helletzgruber,,,,,,,,
